#####################################################################
# Alchemist log file - simulation started at: 2024-04-19T15:29+0000 #
#####################################################################
#
# Algorithm = ff_linpro, CamHerdRatio = 3.0, NumberOfHerds = 8.0, Seed = 14.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] FovDistance[mean] FovDistance[variance] 
0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.007 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1e+01 0.0308 0.0923 2250.0 2477.3004 NaN NaN 29.9 12.7 37.8 39.4 0.0281 0.0108 0.0302 0.0158
2e+01 0.1231 0.1231 2258.5627 2518.3721 NaN NaN 30.4 27.0 42.5 44.6 0.0672 0.0326 0.108 0.0844
3e+01 0.1231 0.1231 1895.4296 2572.8907 NaN NaN 30.4 35.7 44.6 46.5 0.0731 0.0384 0.112 0.0903
4e+01 0.1231 0.1231 1566.5351 2611.4495 NaN NaN 30.3 42.6 46.2 47.3 0.0741 0.0395 0.115 0.0952
5e+01 0.1231 0.1231 1408.156 2750.633 NaN NaN 30.5 59.1 49.0 51.5 0.101 0.0765 0.115 0.0950
6e+01 0.1231 0.1231 1223.7466 2707.7453 NaN NaN 30.5 68.8 51.1 52.7 0.119 0.101 0.116 0.0965
7e+01 0.1231 0.1231 1076.4926 2649.9403 NaN NaN 30.5 78.5 52.2 54.5 0.119 0.102 0.116 0.0974
8e+01 0.1231 0.1231 976.2355 2608.4081 NaN NaN 30.1 69.9 51.0 53.1 0.123 0.109 0.116 0.0972
9e+01 0.1231 0.1231 782.1203 2719.5278 NaN NaN 29.8 66.5 50.7 51.9 0.123 0.109 0.118 0.0999
1e+02 0.1231 0.1231 601.4172 2699.8873 NaN NaN 29.7 67.5 50.2 52.8 0.119 0.102 0.117 0.0987
1e+02 0.1231 0.1231 483.9839 2745.2004 NaN NaN 29.6 67.5 50.0 52.6 0.110 0.0878 0.116 0.0967
1e+02 0.1231 0.1231 469.2807 2675.2722 NaN NaN 29.5 68.8 50.2 52.5 0.104 0.0781 0.117 0.0984
1e+02 0.1231 0.1231 461.6757 2581.0223 NaN NaN 29.4 71.1 50.2 53.5 0.100 0.0725 0.118 0.100
1e+02 0.1231 0.1231 435.4814 2775.2113 NaN NaN 29.3 73.5 50.4 54.1 0.0993 0.0714 0.117 0.0986
2e+02 0.1231 0.1231 544.7651 2653.7355 NaN NaN 29.3 79.4 51.7 54.3 0.0970 0.0681 0.117 0.0977
2e+02 0.1231 0.1231 566.0212 2701.6181 NaN NaN 29.1 75.8 50.9 53.4 0.121 0.106 0.117 0.0984
2e+02 0.1231 0.1231 485.5058 2772.8115 NaN NaN 29.0 76.0 50.6 54.3 0.118 0.0997 0.117 0.0989
2e+02 0.1231 0.1231 535.4536 2674.0354 NaN NaN 28.9 77.9 50.7 54.6 0.113 0.0929 0.118 0.0994
2e+02 0.1231 0.1231 724.7266 2694.1916 NaN NaN 28.9 83.7 51.6 54.8 0.0784 0.0443 0.118 0.0993
2e+02 0.1231 0.1231 685.7143 2631.2054 NaN NaN 28.9 87.2 52.0 55.7 0.0975 0.0684 0.116 0.0968
2e+02 0.1231 0.1231 602.3205 2588.7345 NaN NaN 28.7 85.5 51.7 55.6 0.106 0.0803 0.117 0.0985
2e+02 0.1231 0.1231 590.0318 2568.7089 NaN NaN 28.7 89.7 52.3 55.2 0.112 0.0900 0.117 0.0983
2e+02 0.1231 0.1231 621.6512 2585.4823 NaN NaN 28.6 88.7 51.9 54.8 0.120 0.104 0.118 0.0997
2e+02 0.1231 0.1231 820.6224 2666.6188 NaN NaN 28.5 91.5 52.1 55.9 0.119 0.102 0.117 0.0984
3e+02 0.1231 0.1231 706.8139 2597.9866 NaN NaN 28.5 96.0 53.2 56.1 0.103 0.0774 0.117 0.0988
3e+02 0.1231 0.1231 731.9184 2680.9813 NaN NaN 28.3 91.9 52.4 55.7 0.116 0.0973 0.117 0.0991
3e+02 0.1231 0.1231 1053.041 2667.4421 NaN NaN 28.2 92.8 52.5 56.2 0.119 0.102 0.115 0.0956
3e+02 0.1231 0.1231 794.0005 2577.3418 NaN NaN 28.1 91.5 51.9 55.9 0.117 0.0983 0.117 0.0988
3e+02 0.1231 0.1231 682.8226 2648.759 NaN NaN 28.1 94.9 52.0 56.1 0.117 0.0988 0.117 0.0990
3e+02 0.1231 0.1231 972.281 2614.3026 NaN NaN 28.1 100 52.8 56.1 0.115 0.0961 0.117 0.0984
3e+02 0.1231 0.1231 1005.8167 2569.4142 NaN NaN 28.0 102 52.7 56.3 0.113 0.0922 0.116 0.0973
3e+02 0.1231 0.1231 939.2797 2586.6027 NaN NaN 27.8 98.9 52.6 55.3 0.116 0.0971 0.115 0.0951
3e+02 0.1231 0.1231 778.1836 2497.2817 NaN NaN 27.6 90.8 50.8 54.7 0.118 0.0997 0.118 0.0993
3e+02 0.1231 0.1231 748.8987 2549.305 NaN NaN 27.7 97.9 52.3 55.6 0.109 0.0869 0.118 0.100
4e+02 0.1231 0.1231 845.1011 2559.9078 NaN NaN 27.5 95.0 51.7 54.3 0.109 0.0878 0.117 0.0983
4e+02 0.1231 0.1231 873.5638 2741.8025 NaN NaN 27.5 97.6 51.4 54.5 0.118 0.0997 0.116 0.0962
4e+02 0.1231 0.1231 887.3891 2624.352 NaN NaN 27.5 102 52.6 54.1 0.113 0.0930 0.115 0.0952
4e+02 0.1231 0.1231 843.3274 2641.4242 NaN NaN 27.4 102 52.2 54.3 0.115 0.0952 0.116 0.0962
4e+02 0.1231 0.1231 742.627 2637.3903 NaN NaN 27.4 103 51.8 54.6 0.118 0.101 0.116 0.0960
4e+02 0.1231 0.1231 702.7947 2612.8339 NaN NaN 27.3 101 51.4 54.7 0.112 0.0915 0.117 0.0979
4e+02 0.1231 0.1231 600.1248 2583.3908 NaN NaN 27.4 106 52.0 55.1 0.106 0.0813 0.117 0.0976
4e+02 0.1231 0.1231 580.3484 2630.8268 NaN NaN 27.4 108 52.0 55.2 0.120 0.104 0.116 0.0964
4e+02 0.1231 0.1231 623.6122 2572.4426 NaN NaN 27.4 111 52.5 55.3 0.108 0.0844 0.115 0.0956
4e+02 0.1231 0.1231 583.9047 2648.4694 NaN NaN 27.4 110 51.5 55.3 0.121 0.105 0.117 0.0984
5e+02 0.1231 0.1231 499.2349 2658.1653 NaN NaN 27.5 115 52.4 54.8 0.116 0.0976 0.117 0.0979
5e+02 0.1231 0.1231 528.2674 2662.0986 NaN NaN 27.4 116 51.9 54.9 0.119 0.102 0.117 0.0980
5e+02 0.1231 0.1231 712.8743 2719.1564 NaN NaN 27.5 119 52.0 55.3 0.122 0.107 0.117 0.0978
5e+02 0.1231 0.1231 712.0944 2681.8259 NaN NaN 27.6 126 53.1 55.4 0.114 0.0939 0.118 0.0994
5e+02 0.1231 0.1231 655.1313 2636.4152 NaN NaN 27.5 133 52.5 55.0 0.122 0.107 0.118 0.0997
5e+02 0.1231 0.1231 756.622 2648.7586 NaN NaN 25.1 206 51.7 54.4 0.121 0.105 0.116 0.0975
5e+02 0.1385 0.1462 677.0234 2706.338 NaN NaN 25.2 210 51.4 54.1 0.124 0.0960 0.0993 0.138
5e+02 0.2154 0.2154 944.8636 2669.8571 NaN NaN 25.4 221 51.8 54.8 0.161 0.112 0.170 0.120
5e+02 0.2462 0.2462 696.06 2616.3807 NaN NaN 24.9 246 51.2 54.2 0.178 0.115 0.173 0.119
5e+02 0.2462 0.2462 836.1774 2713.0123 NaN NaN 23.5 298 51.4 54.4 0.175 0.110 0.179 0.123
6e+02 0.2462 0.2462 654.3439 2642.6375 NaN NaN 22.9 316 50.5 54.5 0.184 0.119 0.187 0.127
6e+02 0.2462 0.2462 707.132 2674.6421 NaN NaN 22.5 343 50.8 54.9 0.162 0.0882 0.187 0.123
6e+02 0.2462 0.2462 951.7391 2684.2581 NaN NaN 21.5 367 50.7 54.7 0.204 0.141 0.190 0.127
6e+02 0.2462 0.2462 1175.069 2736.3666 NaN NaN 20.8 377 52.0 53.9 0.204 0.140 0.198 0.132
