#####################################################################
# Alchemist log file - simulation started at: 2024-04-26T17:11+0000 #
#####################################################################
#
# Algorithm = ff_linpro, CamHerdRatio = 2.0, NumberOfHerds = 4.0, Seed = 3.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] BodyCoverageOnlyCovered[mean] BodyCoverageOnlyCovered[variance] FovDistance[mean] FovDistance[variance] FovDistanceOnlyCovered[mean] FovDistanceOnlyCovered[variance] 
0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0016359619213666132 0.0 0.0 0.0 1.4 0.024234511731833015 0.0 29.937072367790552 0.0 29.937072367790552 29.937072367790552 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
10.001635961921366 0.0 0.0 755.0 2544.8473 0.008887617331457006 2.6403374053606834E-4 24.436545914823146 13.57908051356015 31.01118931776978 31.777309098717403 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
20.001635961921366 0.0 0.0 800.0 2478.9112 0.018268448055421854 0.00115733936402987 25.168145920432465 18.242551123284834 32.75145121639853 33.9547512758992 0.002633328952956845 8.87605935933539E-4 0.337066105978476 0.0 0.0027123571099116695 9.416807797361118E-4 0.3471817100686937 0.0
30.001635961921366 0.0 0.2266 761.7505 2408.0435 0.050786241487493174 0.009118666975377972 26.205689360732272 29.897298951737362 35.99641010251969 37.89280757762444 0.07689547669390154 0.019476023854217605 0.32808736722731324 3.6843050581924594E-5 0.13746931454971587 0.07015475242324426 0.5865357420787878 0.034753387874103224
40.001635961921366 0.0234 0.2344 710.2902 2498.8612 0.07125501545018237 0.017381831912988872 26.670640708694883 35.597787081364736 37.293294831932 39.11613791004769 0.07223424238406514 0.01876081485760092 0.3188270008675979 0.00366539385175394 0.14131173546775808 0.0744475020345043 0.6237207634438978 0.02603805246279831
50.001635961921366 0.1797 0.2344 649.7718 2628.1471 0.0967730659118089 0.031679162026181075 27.212202704293997 42.285947164262296 39.01875614389776 40.42217378444607 0.09803076191476533 0.03469286582707812 0.41826458416966544 0.013369653964264405 0.17731883686186595 0.10594164335312677 0.7565603706106281 0.010608724912626152
60.001635961921366 0.2344 0.2344 566.7689 2547.7072 0.11935366690589547 0.048047126380505775 27.749066274847998 47.99939337817509 40.50254543681184 42.220095554897 0.10672779736998331 0.03903033557539973 0.4553719354452621 0.006688618619524888 0.17920629988996845 0.10864788338067782 0.7646135461971988 0.012757650768648526
70.00163596192137 0.2344 0.2344 510.3577 2553.326 0.13555743159898542 0.06248691733167673 28.212779692444393 52.347576005272934 41.59861826435126 44.212464463866716 0.10216895588789039 0.03608625567144433 0.435920878454999 0.007526604556154181 0.19350720594470172 0.12546224156568248 0.8256307453640606 0.00954088994663766
80.00163596192137 0.2344 0.2344 389.9587 2579.5458 0.14204331923107416 0.06945123975817889 28.542720568602252 53.59890578282696 42.41037408671358 45.1613774895599 0.09449707098622197 0.031599518137492726 0.4031875028745471 0.009632243849379113 0.187507737166544 0.11960682079021381 0.8000330119105877 0.016857000952138265
90.00163596192137 0.2344 0.2344 395.3639 2535.7633 0.15374394067635333 0.08225220271851295 28.979585404037362 58.69359769811003 43.12745664412045 47.57893870448913 0.09003443346360251 0.028465858426089743 0.38414691611137075 0.007782480142876369 0.19397753764074227 0.12696568001375694 0.8276374939338338 0.013497214302346435
100.00163596192137 0.2188 0.2344 328.7825 2498.8751 0.1638814709814236 0.09334083801677936 29.37901934641963 64.56201790831632 43.906038648660754 49.14657153724184 0.08944346404696149 0.029152838144757335 0.38162544660036907 0.012320277826497004 0.19098936958733417 0.12399471242017646 0.8148879769059592 0.017072560689407726
110.00163596192137 0.2109 0.2344 209.1464 2602.9459 0.16201423834974663 0.0911410388246802 29.525472511243535 62.41184429104859 43.48466727955255 49.89222262843559 0.0781543672210494 0.022637946848103815 0.3334586334764775 0.01106954818350668 0.19178389335919682 0.12634675778240273 0.8182779449992397 0.022987940843355936
120.00163596192137 0.2109 0.2344 188.1125 2511.7774 0.16605872603528993 0.0948378285222608 29.762542531708135 63.380084405505116 43.698976097135606 50.30702007009693 0.06790317581498644 0.016954280329902146 0.2897202168106088 0.007767143641771954 0.2012542126010749 0.13602109428067508 0.8586846404312528 0.011686781301658566
130.00163596192135 0.1797 0.2344 119.3836 2562.2825 0.16282467706527784 0.09175855897727106 29.875945421980706 60.55791106529674 43.52871695463699 50.03118916672512 0.0597373416955815 0.012871713416059125 0.2548793245678144 0.0049164793158810415 0.19501156963943145 0.12845371599033914 0.8320493637949075 0.01421431691592372
140.00163596192135 0.1875 0.2266 147.1809 2700.2689 0.16323323255770847 0.09220944680917574 30.081422215508866 59.59628385004184 44.00784985499894 51.21697208666394 0.055133318942966324 0.011150753555650485 0.24334706292067892 0.003139611050623628 0.188390464216806 0.12702715010296758 0.8315165317155575 0.022289975253802285
150.00163596192135 0.1797 0.2188 115.6088 2528.8882 0.15881545751006879 0.08764569222640327 30.173393424779896 56.116337713273225 43.50723791883604 50.3456321564719 0.049774346808308896 0.00935399936633644 0.2275398711236978 0.002051595323031239 0.18040474208639634 0.12152563349054596 0.8247073923949547 0.020579370782358646
160.00163596192135 0.1875 0.2031 149.735 2662.9703 0.15856110611309335 0.0873438505427139 30.351980952994797 54.54829373350448 43.39455876604923 50.28291988991754 0.04543781435068712 0.008435399971405225 0.22369385526492122 0.001382059597717304 0.17099193154440798 0.1195353100146737 0.841806432218624 0.019955574921740486
170.00163596192135 0.1797 0.1875 141.487 2665.5213 0.15625144274071584 0.08444119335455808 30.47181295238613 51.33014324251042 43.16804017681899 50.087042603791055 0.040163391684305993 0.007159280276309269 0.21420475564963196 6.302994306246791E-4 0.1601768614080883 0.11558619437176328 0.854276594176471 0.019503084684250948
180.00163596192135 0.1719 0.1719 107.3172 2583.1914 0.15220826217612712 0.0803861118791816 30.57674111127682 48.48113711909202 42.8852676842382 50.02145618380567 0.035955798086049366 0.006355281470587845 0.20919737068246905 4.668454382466435E-4 0.1457204199437147 0.10686244331845428 0.8478278978543401 0.022651026000883173
190.00163596192135 0.1719 0.1797 127.644 2629.7727 0.15388689264737224 0.08158831396058844 30.814715068440776 48.87701592102559 42.96635602514515 51.421411242326585 0.03722469042957218 0.006517116898060958 0.20716349456457564 8.161893608591347E-4 0.15233490856045123 0.11059007108226408 0.8477768824233807 0.022027616898472765
200.00163596192135 0.1641 0.1641 131.497 2619.901 0.1540232830723853 0.08064422639156842 31.007490810522363 48.307737512584254 42.95171684097514 52.24696791910057 0.032808270339206476 0.005555119214617946 0.19997421921040137 1.746829035367784E-4 0.1400592090295087 0.10403929491233661 0.8536942264655768 0.02096212379506207
210.00163596192135 0.1641 0.1719 144.9501 2544.2663 0.15930416704790293 0.08469521932988947 31.287900813315016 50.30671077756936 43.78050559468924 53.47547195409429 0.03528678919299137 0.00578089470121801 0.19637865290012593 2.985706241453398E-4 0.14741111739479393 0.10506114121700434 0.8203749141971138 0.02931203373599189
220.00163596192135 0.1719 0.1875 120.1161 2583.9989 0.16212331531512347 0.08543702566599434 31.48735015979069 49.53578680862387 43.40451018927578 52.04950762804094 0.03394818335518515 0.00532039768782853 0.1889290204114652 1.0190084634594038E-4 0.15357803060478065 0.11177657177192593 0.8546951268439966 0.01877605493059896
230.00163596192135 0.1797 0.1797 129.8876 2598.6456 0.16216216663358043 0.08269712404170372 31.626004222136423 47.81860494633355 43.21563297901285 52.737020392776515 0.03465843146534479 0.005546726475673867 0.1928817055462666 1.1416537673636949E-4 0.1507747242521537 0.10875819661120079 0.8390941175772033 0.024013710395239904
240.00163596192135 0.1719 0.1719 106.6213 2534.5758 0.16279066252431396 0.08065960299617173 31.756841735824644 45.62765980939365 43.2927259364617 51.74733811245904 0.032838783899423414 0.005258414884040939 0.19106201541482712 1.3089530000208864E-4 0.1453555758890436 0.10593604971502155 0.8457051688089811 0.02016735039444247
250.00163596192135 0.1641 0.1719 132.8953 2598.6658 0.16263983078821478 0.0773832675588613 31.849267145668122 43.10422279861466 42.85216995937952 49.993444993358686 0.032115743672081074 0.005030092517337979 0.1868552359102899 1.293473577203125E-4 0.14805719380878407 0.10955105160361182 0.8614236730692891 0.018749835802796447
260.00163596192135 0.1719 0.1875 130.4712 2605.6207 0.1652292362849688 0.07595465150969848 32.02084662530654 43.36128110061878 42.92855290450007 51.210972626552646 0.03403756844394653 0.0050790864683770785 0.18153369836771482 1.0571958453083303E-4 0.15310397148057103 0.10749282819800893 0.8165545145630455 0.028249752769912494
270.00163596192135 0.1797 0.1797 147.0457 2655.761 0.16861062832677498 0.07448027944369219 32.145644941423754 42.634430143081886 42.66516814132115 50.962970676726044 0.03203916591689176 0.004739045527448912 0.17830492336357154 9.186247838079793E-5 0.14546047430979367 0.1028871269966632 0.8095191613762429 0.03193617295579521
280.00163596192135 0.1875 0.2031 128.3075 2546.6254 0.17508162341583372 0.07628809755729818 32.3547883629905 44.768821811265 42.711836622275555 52.03723304024808 0.03482359381757329 0.005058406107048081 0.1782968003459752 1.2071808793013865E-4 0.16172525060763887 0.11366039542545382 0.828033283111111 0.02673914692098941
290.00163596192135 0.1797 0.2031 119.9768 2551.841 0.1780858530672479 0.0750669786405075 32.45006611918256 44.52346941663658 42.67627515587328 52.32488850603315 0.034815954197067414 0.005065710542484791 0.17825768548898516 1.7106097207558607E-4 0.15956213942528014 0.11066233746545436 0.8169581538574343 0.026145458354978616
300.00163596192135 0.1953 0.1953 109.9173 2491.8958 0.1816441853259468 0.07453578177224421 32.59006087838005 45.85864380011381 42.2399333340249 52.750709458261234 0.0354933608299969 0.005256055092458061 0.18172600744958411 1.3175504242030634E-4 0.1577740700820873 0.10881918026507002 0.807803238820287 0.02886017490851972
310.00163596192135 0.1953 0.1953 126.6029 2575.7602 0.18580207696437712 0.07451600519905881 32.67601482572626 46.749298577505265 42.35220072898817 52.47214363063857 0.03538186371056941 0.005222414903539898 0.18115514219811535 1.2738408008943492E-4 0.1597323374658274 0.11104412980998404 0.8178295678250361 0.02697167285749451
320.00163596192135 0.1875 0.2109 167.2992 2566.6813 0.19191112929021611 0.0781226512081484 32.7207023586351 48.56074989967146 43.15033178698589 51.57082792220193 0.037179874868994774 0.005517484823231909 0.1830393839704358 2.628668221738623E-4 0.1704673710954926 0.11854263251219596 0.8392239807778096 0.018510525646926974
