#####################################################################
# Alchemist log file - simulation started at: 2024-04-12T13:58+0000 #
#####################################################################
#
# Algorithm = ff_linpro_ac, CamHerdRatio = 2.0, NumberOfHerds = 8.0, Seed = 1.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceived[mean] NoisePerceived[variance] BodyCoverage[mean] BodyCoverage[variance] CentroidQuality[mean] CentroidQuality[variance] 
0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN
0.004885589795766698 0.0 0.0 0.0 4.1231 32.77821683466908 0.0 0.0 0.0 0.0 0.0
5.003659815289689 0.0 0.0 700.0 1238.6004 27.962394676618374 7.860568759316398 0.0 0.0 0.0 0.0
10.003659815289689 0.0 0.0303 800.0 1264.2749 28.25053964438544 10.049588682290159 0.0 0.0 0.0 0.0
15.003659815289689 0.0 0.1288 791.4747 1247.1717 28.777355214167383 15.8264349874718 0.03771841384520906 0.010715518919890761 0.09137365280759975 0.06208978314488591
20.003659815289687 0.0379 0.1288 778.6818 1260.6632 29.18602649092802 19.133226845627398 0.049111373252080204 0.01752981284745205 0.10042369764772442 0.07002482671554082
25.003659815289687 0.1288 0.1288 783.0885 1327.9767 29.903867202667897 27.567847098347467 0.0716263314863412 0.03523607082038538 0.09832661001978768 0.06772279771411874
30.003659815289687 0.1288 0.1439 757.975 1350.3091 30.2482479209416 24.67257083384013 0.0693847569933026 0.0367295338732464 0.09674110932602333 0.06616782168950235
35.00365981528969 0.1288 0.2576 724.0389 1366.0017 31.068675588632377 28.83125353094035 0.11191919765542789 0.05343101934334281 0.1945423052997497 0.11737984492446624
40.00365981528969 0.1288 0.3258 712.0021 1317.7083 31.97374200917199 35.93011920086223 0.12522051839870993 0.042766666778263504 0.23374730369520672 0.12610511705480423
45.00365981528969 0.2348 0.3712 694.4925 1394.1883 31.997375783198237 29.90789141926639 0.1818236265760714 0.07972041872033807 0.28389819994867094 0.14465664196894504
50.00365981528969 0.2424 0.3712 670.1601 1371.545 32.24408190065511 30.244408570123248 0.191483031047136 0.09071863308444252 0.28309975680237887 0.1447963178368622
55.00365981528969 0.2424 0.3712 627.7687 1355.1459 32.14822733948205 27.413876093841914 0.19407680352735143 0.0919406226219255 0.27796872589969057 0.14132016885754875
60.00365981528969 0.25 0.4015 634.8934 1331.2442 32.338684460185746 27.214269459986493 0.20603324557861233 0.09583951108490198 0.2926584236688658 0.14167802196555862
65.0036598152897 0.3106 0.4773 629.8038 1347.7875 32.70177130796115 29.201133670284392 0.22402605575725446 0.09018609863204248 0.36951037122842245 0.1607695003281603
70.0036598152897 0.3485 0.4848 585.5145 1383.3979 32.901888805288635 32.48738941765544 0.23767287988890343 0.0948057687239939 0.3725577354912814 0.15982226283667422
75.0036598152897 0.3485 0.4924 614.7009 1352.0275 32.912691391146694 33.62616894726813 0.2522712163385813 0.09703786350471283 0.37013190874194285 0.1568592108923477
80.0036598152897 0.4697 0.4924 593.5503 1344.3919 33.04754256951878 35.94469835085471 0.33327990908059973 0.13178963177290912 0.3785685263787597 0.15962406064526105
85.0036598152897 0.4773 0.4924 553.3685 1359.4041 33.02847756145387 34.42959322056154 0.3427027694375225 0.1364415514181572 0.37575116975162665 0.1576372403369495
90.0036598152897 0.4848 0.5 540.1652 1350.7164 33.17233173073002 34.27587066589983 0.34691143836896793 0.1368704464654683 0.3753196632845625 0.15677001077577535
95.0036598152897 0.4848 0.5985 548.2754 1377.9886 33.68342998641439 35.908823059564085 0.3668090424063955 0.12256863036490126 0.4520700686020795 0.1540285155531367
100.0036598152897 0.4773 0.6212 491.6512 1387.5804 33.94256960668718 35.80807108631883 0.36890960807621437 0.11619301947686425 0.4736639820978472 0.15036840076553024
105.0036598152897 0.5606 0.6212 502.065 1374.5712 34.241715424126 35.46839406119361 0.3737298219269046 0.10847107169305105 0.4708598730800602 0.14930967999355116
110.0036598152897 0.5985 0.6212 450.4153 1448.4781 34.60969177049137 35.92482312050612 0.37566527303673497 0.10259341801369264 0.47346734978971083 0.1533245964083311
115.0036598152897 0.5909 0.6212 445.5591 1407.7097 34.442176441071055 38.08731128929771 0.35964271015922267 0.09696122064847952 0.4801010232381924 0.15643669743291078
120.0036598152897 0.5909 0.6212 452.944 1326.029 34.39896482528299 42.014521237846346 0.33363790414026495 0.08785483819270094 0.4750866943910551 0.15207063687008734
125.0036598152897 0.5833 0.6212 407.723 1355.6113 34.314614137581486 45.03692191156617 0.3391509146849933 0.0940366863626827 0.47620239876308684 0.15340658448961453
130.0036598152897 0.5985 0.6212 410.9893 1337.5691 34.359796774873125 48.68322106256165 0.334815487188027 0.09066735931372945 0.4831265881832587 0.15555808619164316
135.0036598152897 0.6061 0.6212 414.9168 1350.087 34.221057066503136 48.82019247315345 0.3235090374405013 0.07983257575775465 0.47437140839803216 0.15133481309883842
140.0036598152897 0.5833 0.6212 407.2625 1459.7011 34.07741398363515 48.577662972309696 0.28780885066600564 0.06192922715324946 0.4764094566900572 0.15278515426080613
145.0036598152897 0.6061 0.6212 402.6172 1384.8204 34.060805327436306 48.65860812843963 0.2791650890405203 0.05709111089624819 0.48039754381563987 0.15390502253049004
150.0036598152897 0.6136 0.6212 407.721 1389.2225 34.088119070337385 48.8544133819279 0.2728048909780705 0.05249254986003491 0.47727276195936197 0.1528595765817132
155.0036598152897 0.6061 0.6212 423.4568 1351.192 34.13185801931376 48.839485250920696 0.26576457625535077 0.04931463075602057 0.4801597464981074 0.1529590125045948
160.0036598152897 0.6061 0.6212 405.9263 1378.4677 34.16765783008352 48.65288190872988 0.2575536389071682 0.045001697033670844 0.48129297307717744 0.15413081953867858
165.0036598152897 0.6061 0.6212 411.1161 1279.1415 34.20754834082914 48.21127740851524 0.24845426576140395 0.04109909357423792 0.4782895503338079 0.1530796662466253
170.0036598152897 0.5833 0.6212 394.9855 1347.7169 34.18267051059814 46.750246189994165 0.2478683124203171 0.03970957828403094 0.48511841092539465 0.1566732608202633
175.0036598152897 0.5985 0.6212 403.61 1332.9266 34.19360820248703 45.49749203695536 0.2407317028728058 0.03760612180459131 0.48872909911981294 0.15736314827779782
