#####################################################################
# Alchemist log file - simulation started at: 2024-04-19T14:29+0000 #
#####################################################################
#
# Algorithm = ff_linpro_c, CamHerdRatio = 0.5, NumberOfHerds = 4.0, Seed = 5.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] FovDistance[mean] FovDistance[variance] 
0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.005 0.0 0.0 0.0 3.1623 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1e+01 0.0 0.0 185.0 2642.9806 NaN NaN 5.11 89.5 22.5 23.3 0.00 0.00 0.00 0.00
2e+01 0.0 0.0 200.0 2498.9777 NaN NaN 5.66 110 25.0 25.9 0.00 0.00 0.00 0.00
3e+01 0.0 0.0 200.0 2558.6311 NaN NaN 6.53 146 28.9 30.6 0.00 0.00 0.00 0.00
4e+01 0.0 0.2121 185.7642 2597.3854 NaN NaN 7.90 215 35.2 38.3 0.0447 0.00840 0.154 0.0920
5e+01 0.0 0.2197 175.0894 2557.8962 NaN NaN 8.69 261 39.1 45.1 0.0370 0.00553 0.150 0.0864
6e+01 0.0 0.2273 175.3761 2685.9744 NaN NaN 8.22 233 36.8 41.0 0.0327 0.00424 0.159 0.0915
7e+01 0.0 0.2273 158.8396 2707.3816 NaN NaN 8.40 244 37.4 43.9 0.0434 0.00811 0.154 0.0888
8e+01 0.0 0.2121 168.0562 2664.777 NaN NaN 8.12 227 36.3 40.4 0.0593 0.0140 0.147 0.0851
9e+01 0.0 0.2045 170.1641 2625.2663 NaN NaN 7.93 217 35.5 38.5 0.0709 0.0202 0.142 0.0844
1e+02 0.0 0.2121 173.0065 2726.8906 NaN NaN 7.96 218 35.5 38.3 0.0835 0.0253 0.147 0.0861
1e+02 0.0 0.2197 167.7858 2665.9786 NaN NaN 8.59 220 35.6 36.9 0.0845 0.0268 0.140 0.0795
1e+02 0.0 0.2273 169.157 2708.9603 NaN NaN 10.9 232 36.0 37.7 0.0902 0.0280 0.143 0.0792
1e+02 0.0 0.2273 174.6031 2706.0606 NaN NaN 13.0 224 35.8 38.6 0.0844 0.0248 0.142 0.0788
1e+02 0.0 0.2045 149.99 2720.9938 NaN NaN 13.5 228 36.2 38.5 0.0722 0.0209 0.131 0.0754
2e+02 0.1894 0.2273 96.9333 2673.2663 NaN NaN 14.3 264 39.4 41.2 0.131 0.0615 0.153 0.0915
2e+02 0.1591 0.2273 43.2443 2759.611 NaN NaN 14.4 267 39.6 42.7 0.121 0.0525 0.151 0.0888
2e+02 0.1742 0.2273 40.2927 2782.2636 NaN NaN 14.4 269 39.9 42.0 0.114 0.0448 0.147 0.0849
2e+02 0.1667 0.2273 37.567 2671.8404 NaN NaN 14.5 273 40.4 41.9 0.0997 0.0347 0.143 0.0809
2e+02 0.1439 0.2273 42.1769 2692.0315 NaN NaN 14.5 273 40.3 43.0 0.0914 0.0291 0.142 0.0812
2e+02 0.1667 0.2197 47.051 2653.7483 NaN NaN 14.5 274 40.0 44.3 0.0913 0.0291 0.137 0.0761
2e+02 0.1591 0.2273 38.6297 2744.0461 NaN NaN 14.6 275 39.7 43.6 0.0773 0.0219 0.143 0.0828
2e+02 0.1591 0.2273 33.8202 2700.9965 NaN NaN 14.5 273 39.6 42.9 0.0791 0.0221 0.147 0.0842
2e+02 0.1742 0.2273 34.1642 2655.5392 NaN NaN 14.6 277 40.0 44.1 0.0757 0.0211 0.139 0.0788
2e+02 0.1591 0.2121 32.1141 2686.825 NaN NaN 14.7 280 39.9 45.9 0.0611 0.0146 0.141 0.0838
3e+02 0.1515 0.2197 60.4023 2621.3708 NaN NaN 14.7 281 41.1 43.8 0.0716 0.0191 0.134 0.0770
3e+02 0.1212 0.2121 35.2871 2556.1385 NaN NaN 14.8 283 40.6 45.0 0.0516 0.0109 0.135 0.0796
3e+02 0.1439 0.1894 21.6546 2582.9332 NaN NaN 14.8 286 40.6 46.2 0.0470 0.0107 0.129 0.0808
3e+02 0.1439 0.197 105.8013 2717.6846 NaN NaN 15.1 296 41.8 45.4 0.0543 0.0147 0.113 0.0693
3e+02 0.0455 0.2273 136.3846 2685.7828 NaN NaN 14.1 242 36.8 40.7 0.0627 0.0153 0.166 0.0994
3e+02 0.0303 0.2273 41.8424 2619.874 NaN NaN 13.9 239 36.7 38.5 0.0653 0.0164 0.173 0.106
3e+02 0.0455 0.2273 26.6585 2669.8651 NaN NaN 13.9 238 36.6 38.4 0.0697 0.0190 0.172 0.105
3e+02 0.053 0.2273 52.8997 2667.6645 NaN NaN 13.8 236 36.6 37.9 0.0708 0.0209 0.168 0.103
3e+02 0.0833 0.2273 87.2487 2613.4639 NaN NaN 13.8 236 36.4 38.7 0.0868 0.0284 0.165 0.0976
3e+02 0.1212 0.2273 64.2476 2626.2302 NaN NaN 13.8 236 36.7 38.2 0.101 0.0360 0.168 0.104
4e+02 0.1288 0.2273 74.0354 2591.3852 NaN NaN 13.9 242 37.7 39.0 0.102 0.0365 0.173 0.108
4e+02 0.1136 0.2273 131.4249 2705.7615 NaN NaN 13.8 238 37.4 38.5 0.104 0.0394 0.167 0.104
4e+02 0.1212 0.2273 65.1606 2685.7007 NaN NaN 13.9 245 38.6 39.5 0.102 0.0395 0.170 0.106
4e+02 0.1136 0.2197 128.9057 2689.0545 NaN NaN 13.9 244 38.4 39.7 0.109 0.0481 0.165 0.102
4e+02 0.1288 0.2273 44.1968 2629.8451 NaN NaN 14.2 259 40.0 41.3 0.109 0.0485 0.168 0.102
4e+02 0.1667 0.2045 106.2 2596.7057 NaN NaN 14.2 256 39.1 43.8 0.113 0.0541 0.126 0.0734
4e+02 0.1288 0.2273 98.3033 2542.7445 NaN NaN 14.3 259 39.9 41.3 0.114 0.0518 0.170 0.102
4e+02 0.1515 0.2197 119.8866 2629.5846 NaN NaN 14.2 252 39.0 41.3 0.123 0.0578 0.151 0.0924
4e+02 0.1818 0.2273 125.2206 2637.7088 NaN NaN 14.9 284 40.8 43.4 0.131 0.0614 0.129 0.0715
4e+02 0.1515 0.2273 83.9931 2638.8511 NaN NaN 15.2 289 40.9 43.8 0.0865 0.0287 0.133 0.0767
5e+02 0.1591 0.2045 112.3236 2613.7609 NaN NaN 15.4 303 42.0 47.3 0.105 0.0424 0.120 0.0708
5e+02 0.1212 0.2273 138.4743 2590.5369 NaN NaN 15.9 328 43.9 47.9 0.102 0.0420 0.166 0.0990
5e+02 0.1742 0.2273 75.2865 2619.8151 NaN NaN 15.8 322 43.5 47.6 0.112 0.0495 0.163 0.0953
5e+02 0.1667 0.2273 119.7773 2693.9538 NaN NaN 15.7 313 42.9 46.3 0.112 0.0479 0.164 0.0974
5e+02 0.1742 0.2273 115.6301 2601.5156 NaN NaN 15.6 311 42.7 47.1 0.117 0.0509 0.163 0.0964
5e+02 0.1591 0.2273 91.1058 2578.5585 NaN NaN 15.4 303 42.8 46.5 0.113 0.0467 0.142 0.102
5e+02 0.1364 0.2121 116.4403 2634.222 NaN NaN 15.1 291 41.0 48.0 0.108 0.0480 0.140 0.108
5e+02 0.1288 0.2045 56.4637 2596.3134 NaN NaN 15.0 286 40.3 48.1 0.0990 0.0424 0.147 0.101
5e+02 0.0985 0.2121 120.2598 2442.2836 NaN NaN 14.4 253 39.0 40.4 0.105 0.0486 0.160 0.100
5e+02 0.1439 0.2045 78.8316 2653.6082 NaN NaN 14.5 259 38.8 42.9 0.106 0.0503 0.141 0.0855
6e+02 0.1591 0.2121 137.288 2712.0463 NaN NaN 14.7 265 38.9 44.2 0.121 0.0578 0.147 0.0873
6e+02 0.1364 0.2273 132.916 2695.3689 NaN NaN 14.7 261 38.8 41.5 0.120 0.0557 0.165 0.0990
