#####################################################################
# Alchemist log file - simulation started at: 2024-04-19T14:58+0000 #
#####################################################################
#
# Algorithm = ff_linpro, CamHerdRatio = 1.0, NumberOfHerds = 8.0, Seed = 9.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] FovDistance[mean] FovDistance[variance] 
0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.008 0.0 0.0 0.0 1.0 NaN NaN 21.6 0.00 21.6 21.6 0.00 0.00 0.00 0.00
1e+01 0.1333 0.1333 646.148 2648.5691 NaN NaN 26.3 45.5 39.6 42.0 0.0657 0.0284 0.101 0.0685
2e+01 0.1333 0.1333 457.1409 2655.0078 NaN NaN 25.8 69.0 41.5 43.5 0.0760 0.0382 0.113 0.0848
3e+01 0.1333 0.1333 254.074 2718.7063 NaN NaN 24.3 119 42.4 44.4 0.0737 0.0358 0.114 0.0858
4e+01 0.1333 0.1333 130.2124 2699.1563 NaN NaN 23.9 134 43.3 45.4 0.0698 0.0320 0.116 0.0887
5e+01 0.1333 0.1333 238.5971 2774.5285 NaN NaN 24.3 155 46.3 50.4 0.0703 0.0325 0.118 0.0919
6e+01 0.1333 0.1333 181.2708 2741.3731 NaN NaN 24.0 146 44.4 50.6 0.0671 0.0295 0.121 0.0961
7e+01 0.1333 0.1333 184.3197 2650.89 NaN NaN 23.8 166 46.8 49.5 0.0707 0.0334 0.119 0.0936
8e+01 0.1333 0.1333 164.2682 2726.347 NaN NaN 23.0 175 43.8 50.9 0.0615 0.0253 0.122 0.0970
9e+01 0.1333 0.1333 127.8853 2737.8782 NaN NaN 22.1 197 44.1 51.2 0.0573 0.0223 0.120 0.0947
1e+02 0.1333 0.1333 110.8208 2682.2628 NaN NaN 21.6 205 43.5 51.2 0.0532 0.0194 0.120 0.0952
1e+02 0.1333 0.1333 117.7242 2705.5229 NaN NaN 21.6 207 43.4 51.7 0.0478 0.0161 0.117 0.0907
1e+02 0.1333 0.1333 134.4159 2783.8464 NaN NaN 21.7 209 43.1 52.0 0.0430 0.0136 0.120 0.0941
1e+02 0.1333 0.1333 120.3897 2730.0284 NaN NaN 21.7 210 43.2 52.4 0.0414 0.0133 0.118 0.0916
