#####################################################################
# Alchemist log file - simulation started at: 2024-04-19T14:34+0000 #
#####################################################################
#
# Algorithm = ff_linpro, CamHerdRatio = 2.0, NumberOfHerds = 4.0, Seed = 5.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] FovDistance[mean] FovDistance[variance] 
0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.005 0.0 0.0 0.0 3.1623 NaN NaN 21.8 0.00 21.8 21.8 0.00 0.00 0.00 0.00
1e+01 0.0 0.0 735.0 2642.9806 NaN NaN 23.3 4.21 26.5 27.1 0.00 0.00 0.00 0.00
2e+01 0.0 0.0 800.0 2498.9777 NaN NaN 23.7 5.52 27.4 28.0 0.00 0.00 0.00 0.00
3e+01 0.0 0.0 800.0 2558.6311 NaN NaN 24.4 7.85 28.8 29.8 0.00 0.00 0.00 0.00
4e+01 0.0 0.0 800.0 2597.3854 NaN NaN 25.2 10.7 30.6 31.4 0.00 0.00 0.00 0.00
5e+01 0.0 0.0 800.0 2557.8962 NaN NaN 26.0 9.74 30.7 31.5 0.00 0.00 0.00 0.00
6e+01 0.0 0.0 800.0 2685.9744 NaN NaN 26.7 6.49 29.9 30.6 0.00 0.00 0.00 0.00
7e+01 0.0 0.0 800.0 2707.3816 NaN NaN 27.1 2.51 29.7 30.7 0.00 0.00 0.00 0.00
8e+01 0.0 0.0 800.0 2664.777 NaN NaN 27.5 2.42 29.6 31.0 0.00 0.00 0.00 0.00
9e+01 0.0 0.2121 778.8922 2625.2663 NaN NaN 29.7 8.94 33.6 35.3 0.0626 0.0146 0.132 0.0715
1e+02 0.0 0.3409 589.4494 2726.8906 NaN NaN 30.6 7.90 34.3 35.6 0.0734 0.0122 0.222 0.103
1e+02 0.0 0.3106 540.6238 2665.9786 NaN NaN 30.9 5.05 34.3 35.8 0.0596 0.00945 0.200 0.0991
1e+02 0.0 0.2576 539.4416 2708.9603 NaN NaN 31.5 2.96 34.2 35.6 0.0464 0.00660 0.180 0.0925
1e+02 0.0 0.5152 541.6837 2706.0606 NaN NaN 32.8 3.85 35.3 36.3 0.131 0.0252 0.274 0.112
1e+02 0.1061 0.6136 407.5687 2720.9938 NaN NaN 33.7 5.46 36.5 37.8 0.214 0.0445 0.309 0.117
2e+02 0.2045 0.6515 343.8426 2673.2663 NaN NaN 34.2 5.81 37.1 38.4 0.265 0.0456 0.354 0.112
2e+02 0.1894 0.6288 280.6075 2759.611 NaN NaN 34.4 5.31 37.3 38.7 0.238 0.0419 0.354 0.113
