#####################################################################
# Alchemist log file - simulation started at: 2024-04-28T19:27+0000 #
#####################################################################
#
# Algorithm = ff_linpro, CamHerdRatio = 2.0, NumberOfHerds = 4.0, Seed = 33.0
#
# The columns have the following meaning: 
# time 3-coverage 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] BodyCoverageOnlyCovered[mean] BodyCoverageOnlyCovered[variance] FovDistance[mean] FovDistance[variance] FovDistanceOnlyCovered[mean] FovDistanceOnlyCovered[variance] 
0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.017804235105199573 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
10.0178042351052 0.0 0.0 0.0 760.0 2546.6708 0.01909160869456435 0.001012474891825496 26.332273857829417 14.87977341584416 32.66448506443906 33.539901796682024 0.0 0.0 NaN NaN 0.0 0.0 NaN NaN
20.0178042351052 0.0 0.0 0.0156 800.0 2515.4742 0.031086078899968398 0.0026061445608143935 27.12013485037904 17.856494734260046 34.00694448076498 34.65358592381062 0.0013577278388433674 2.3595838519939417E-4 0.17378916337195077 0.0 7.755328593812349E-4 7.69857556454448E-5 0.09926820600079805 0.0
30.0178042351052 0.0 0.125 0.2578 713.4819 2605.0036 0.0727697510047688 0.015265636060294133 27.677506276352776 31.468415717979706 37.18499177490416 38.17475345948706 0.09573175833991321 0.030016924575644605 0.3713231838639058 0.013598262414329562 0.1885805428534793 0.1070700827426163 0.7314639237953137 0.015425420148184498
40.0178042351052 0.0 0.1562 0.2578 625.8339 2551.35 0.0889550809395064 0.02309149755795636 27.59362434578974 37.90114619797375 37.944498274150966 39.1988440151413 0.09690742822259209 0.029800015481313728 0.3758833579542966 0.010129451896239773 0.19629378471290232 0.11484001190454037 0.7613819528258029 0.01207811638469699
50.0178042351052 0.0547 0.2188 0.2578 578.5195 2585.6249 0.11871244637785125 0.04159304034332279 27.806753431590067 48.1323547090799 39.547316274564146 41.57369720384832 0.09099057548280576 0.026501431063926648 0.3529331412666405 0.009840335318503297 0.20332233196964497 0.1224851107347521 0.7886441967307442 0.01007675724435596
60.0178042351052 0.2266 0.2578 0.2578 467.2996 2514.2537 0.16252389905787404 0.07785288967637699 28.357599224990256 64.65245808962867 42.00430180785822 44.592595696225324 0.14592577970124196 0.06401229181524423 0.5660151455078476 0.008841310143634292 0.2181990217926938 0.13990797772389355 0.8463477208928729 0.0070140598556532084
70.0178042351052 0.2578 0.2578 0.2578 273.0814 2617.6855 0.19132378546937162 0.10773918231994094 28.94121890005955 79.0972771928963 44.40526166780266 47.286252206945164 0.17248842997163802 0.08784723191346289 0.6690460314051414 0.006041937409565901 0.222175772662848 0.14442289780265846 0.8617726939649861 0.004766614921975625
80.0178042351052 0.2422 0.2578 0.2578 152.9342 2613.317 0.20603477210835058 0.12297960224741977 29.357239393950195 84.99652978920278 45.29420450287339 47.13170340561284 0.18835870954492148 0.10570095016767518 0.7306034794469682 0.010954545513030413 0.22790237625450038 0.1516003058652598 0.8839849745629105 0.00357258120789467
90.0178042351052 0.2422 0.2578 0.2578 117.8469 2614.091 0.2015697115921385 0.11758868953663142 29.38436740077905 80.40771508333896 44.98128899892332 45.84633804160282 0.18330000998165058 0.10034283090955316 0.7109818568985234 0.011339258944295372 0.22737647373245984 0.15102034363607997 0.8819451102349958 0.004027955270449166
100.0178042351052 0.2578 0.2578 0.2578 111.48 2561.9692 0.2013151288530705 0.11683817541878147 29.47208325179528 78.67000667040723 44.578008260796636 45.366043410401815 0.18634342916133106 0.10153338675698041 0.7227866343227387 0.0031099630914774704 0.22711323844463413 0.1504158307676298 0.8809240763913081 0.003006441413954633
110.0178042351052 0.25 0.2578 0.2578 109.2635 2658.8002 0.19822142898267694 0.1131695030909904 29.505568192090635 75.81618212525666 44.338758477259155 45.0846760758474 0.18158624752830635 0.09775619992789585 0.7043345358673702 0.008274318138493327 0.22260141001210917 0.14480902663697026 0.86342365095606 0.004119086860503818
120.0178042351052 0.2422 0.2578 0.2578 88.9848 2549.5655 0.1951234157670271 0.10979555928576148 29.568709143272585 73.27507880916363 44.324306820762715 45.359476517435496 0.1721085194736575 0.08994700623442312 0.6675724391705503 0.015882934306278077 0.22360553400817715 0.14617110321921042 0.8673184349408083 0.004365498057266019
130.0178042351052 0.25 0.2578 0.2578 92.728 2611.1407 0.19472559100225373 0.10968891974358873 29.709546284145897 72.5198928677476 44.77966921869102 45.96688250531467 0.16132213739388265 0.08077149951118955 0.6257343511035448 0.020882004895164355 0.22141307362119333 0.14363855454040672 0.858814346167053 0.005549613794483727
140.0178042351052 0.2578 0.2578 0.2578 121.397 2721.0228 0.19422750573366077 0.10964411687449464 29.86854776332336 72.02284583584287 44.94749235525305 46.83224271109647 0.14730397438397558 0.06783101551042768 0.5713608703378447 0.019343278251262183 0.22164506164968542 0.14497649052427505 0.859714178519992 0.009675971786298726
150.0178042351052 0.2578 0.2578 0.2578 104.9209 2646.4805 0.19191074246536932 0.10781140687511603 30.009703793883784 70.8061404324932 44.753127663151794 47.60150943546472 0.13161033409585182 0.05501700748427725 0.5104885686142131 0.01889158434679344 0.21933290040284426 0.1424554918260421 0.8507457955019413 0.011411746649236446
160.0178042351052 0.25 0.2578 0.2578 119.1477 2599.056 0.19109865259776598 0.10744821070939982 30.19394700304215 70.24287381646978 45.29998583027002 48.25555684008947 0.12069946008191143 0.047018021701207155 0.46816760274195945 0.01884590476773607 0.21512993726706423 0.13903779481917317 0.8344433930358856 0.018874788635813097
170.0178042351052 0.2422 0.2578 0.2578 141.9905 2712.4385 0.19328979282567768 0.1095466624573517 30.46180693170255 70.91879004554394 45.24197002702859 49.54165273159444 0.11120895503152745 0.03968463093061698 0.431355946788955 0.015085529366563743 0.2142168255108226 0.13858005911478427 0.8309016262237967 0.02157256821376986
180.0178042351052 0.2422 0.25 0.2578 142.7708 2571.0148 0.1965046275547417 0.11222894001385313 30.75648497633428 72.32427250921323 45.53470866653868 50.85869116442967 0.10243277327741947 0.03427142964841187 0.3973149993790816 0.015192319577885471 0.21305319542359877 0.1378217499673205 0.8263881519460801 0.024288180774368246
190.0178042351052 0.2266 0.25 0.25 129.9542 2540.3155 0.1925019838251543 0.10665800651689042 30.822266564777983 68.0743529025952 44.932604542349615 50.66965902466027 0.09063782582028516 0.027381054034053758 0.36255130328114066 0.010411326518204436 0.2067276450890345 0.13422050922214507 0.826910580356138 0.020492196177232764
200.0178042351052 0.2344 0.25 0.2578 168.7839 2713.1521 0.19715777475013888 0.10921429046786182 31.142836380218395 68.97330344079796 45.58943578573179 51.03540278912439 0.08024877053994622 0.021097826845022257 0.31126795845797317 0.009575977084948176 0.2166503961307077 0.14071626870863582 0.8403409304463814 0.017976486147544764
210.0178042351052 0.2344 0.25 0.2578 150.6033 2580.5468 0.19771823454991425 0.10656647338245342 31.337770196125117 67.05403439376818 45.07237656567762 51.03643121640935 0.06992733002920422 0.015295540122909915 0.27123328011327696 0.004397024429312934 0.21655900279741896 0.14178305391142412 0.839986435093019 0.022666202993002857
220.0178042351052 0.2109 0.2344 0.2578 149.5125 2602.4961 0.20212260776957824 0.10663768015167299 31.62966118285491 66.66928083873617 45.2523142216327 50.923638199307845 0.06276663671581771 0.012032954872575831 0.243458469685596 0.0023901151004181937 0.22201255561103114 0.14597109107555728 0.8611396096427874 0.011745845203158295
230.0178042351052 0.2109 0.2344 0.2578 179.4959 2581.1877 0.20645782889504188 0.10448905224024121 31.894186141076986 65.84322185871828 45.38610556802972 51.25628173572068 0.05929231264917478 0.010546982230932875 0.22998230360892036 0.001375918488734618 0.22008420056807415 0.14368261098670412 0.8536599294761664 0.012480331169192064
240.0178042351052 0.2188 0.2266 0.25 131.6291 2657.0798 0.21003394872259165 0.09872659633157845 32.118947660077495 64.04544378941998 44.78544190224145 51.416935621549975 0.05664896968807362 0.010118348599013352 0.22659587875229448 0.0017010857307776322 0.21209959999869507 0.14071875170162484 0.8483983999947803 0.01924403817346802
250.0178042351052 0.2266 0.2266 0.25 153.3801 2684.0934 0.22416012333449375 0.09854620017135585 32.51148081715166 65.51538147282353 44.521258114422366 51.76802850034048 0.05437163779171872 0.009208357654925444 0.21748655116687488 0.0011048975371759117 0.20817046498194858 0.135991033400183 0.8326818599277943 0.020330429850187303
260.0178042351052 0.2031 0.2188 0.2422 105.0535 2615.7231 0.23624638732002767 0.09557418473696991 32.73699128645355 63.7168962855584 45.02007599543797 49.98517658811806 0.051591016801886075 0.008560188280727262 0.21302097260133607 7.038986573095461E-4 0.20386463502613272 0.13548733085228618 0.8417636543014514 0.018704150749490292
270.0178042351052 0.2109 0.2188 0.2656 136.6156 2674.3495 0.261991670576324 0.09959169297586964 33.21835379621154 67.7024698894654 45.6170740349257 50.97394712460868 0.05473453685142574 0.008569043584150391 0.20605943285242634 8.510054184505638E-4 0.21352609269816328 0.14047790510578032 0.8038629372166146 0.05169687926828034
280.0178042351052 0.2109 0.2188 0.2812 113.5175 2580.505 0.2863111580751767 0.10554288513228853 33.59122559695407 70.82913392850622 45.18258560127686 50.62286147380199 0.05387384348188506 0.008194125894279184 0.20281917546121433 4.105766140831893E-4 0.21552664562310367 0.1421207513301869 0.8113944305810962 0.048814731766516115
290.0178042351052 0.1719 0.2031 0.2891 111.6367 2633.2039 0.30529280970289385 0.11026690168566737 33.85667458892182 73.35177679010737 44.504677658667745 50.750170048032146 0.05608371412137612 0.00790352986323099 0.19401933533881469 3.763256485732867E-4 0.2125216525622478 0.1370580693343534 0.7352100412964248 0.08855005517793041
300.0178042351052 0.1719 0.1953 0.2812 120.9657 2597.1436 0.33059440646459 0.12110688154125676 34.25658599018404 79.0223943198846 45.38268333149396 50.48491256483648 0.053755391521650084 0.007517672812763413 0.19113028096586696 2.717258115526847E-4 0.21505434299594964 0.13621354611927022 0.7646376639855987 0.06202184328503699
310.0178042351052 0.1719 0.2031 0.2656 133.181 2509.1624 0.35133295157403027 0.13167930730402372 34.60033620100541 84.17633060403729 45.48133120429704 50.51104455665111 0.049146914533114906 0.007056605200016097 0.19063045637086995 1.919837333937762E-4 0.21519861589646816 0.13814350918602467 0.8347097828711493 0.014985269420607935
