#####################################################################
# Alchemist log file - simulation started at: 2024-04-19T14:34+0000 #
#####################################################################
#
# Algorithm = ff_linpro, CamHerdRatio = 2.0, NumberOfHerds = 8.0, Seed = 5.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] FovDistance[mean] FovDistance[variance] 
0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.005 0.0 0.0 0.0 1.4142 NaN NaN 34.6 0.00 34.6 34.6 0.00 0.00 0.00 0.00
1e+01 0.0 0.0597 1490.0 2542.0621 NaN NaN 27.9 20.9 35.6 37.2 0.0152 0.00424 0.0294 0.0160
2e+01 0.1119 0.1269 1484.1612 2509.6532 NaN NaN 28.2 29.7 39.4 42.2 0.0602 0.0261 0.102 0.0734
3e+01 0.1269 0.1269 1290.3534 2641.1373 NaN NaN 28.5 42.3 42.8 46.2 0.0973 0.0668 0.116 0.0928
4e+01 0.1269 0.1269 1023.8666 2679.4054 NaN NaN 28.6 51.6 44.8 48.0 0.107 0.0793 0.117 0.0947
5e+01 0.1269 0.1269 656.6772 2754.5911 NaN NaN 28.8 61.8 46.3 51.0 0.112 0.0869 0.120 0.0992
6e+01 0.1269 0.1269 469.1232 2751.908 NaN NaN 28.9 66.3 46.9 52.0 0.115 0.0914 0.118 0.0973
7e+01 0.1269 0.1269 368.0381 2662.9362 NaN NaN 28.9 66.1 48.2 49.8 0.125 0.109 0.119 0.0983
8e+01 0.1269 0.1269 244.5835 2691.2749 NaN NaN 28.9 66.4 48.2 49.3 0.124 0.107 0.119 0.0977
9e+01 0.1269 0.1269 309.027 2742.0278 NaN NaN 28.9 67.4 48.4 49.1 0.127 0.111 0.118 0.0965
1e+02 0.1269 0.1269 339.3941 2769.0486 NaN NaN 28.9 65.3 47.7 48.5 0.127 0.111 0.118 0.0971
1e+02 0.1269 0.1269 306.22 2801.032 NaN NaN 28.9 66.9 47.8 48.5 0.126 0.111 0.118 0.0968
1e+02 0.1269 0.1269 288.3754 2799.9668 NaN NaN 29.0 68.4 47.8 48.7 0.125 0.108 0.118 0.0964
1e+02 0.1269 0.1269 353.8456 2783.699 NaN NaN 29.0 70.0 47.6 49.3 0.126 0.111 0.118 0.0973
1e+02 0.1269 0.1269 295.6202 2899.4983 NaN NaN 29.1 72.9 47.5 49.7 0.126 0.111 0.119 0.0987
2e+02 0.1269 0.194 326.4235 2752.9282 NaN NaN 29.2 76.2 47.4 49.5 0.147 0.114 0.0731 0.147
2e+02 0.1642 0.2388 351.0149 2782.5497 NaN NaN 29.5 82.8 47.6 50.5 0.170 0.116 0.0318 0.187
2e+02 0.2388 0.2388 376.8008 2796.8819 NaN NaN 29.7 90.5 47.5 50.2 0.174 0.118 0.0752 0.138
2e+02 0.2388 0.2388 370.9361 2764.7073 NaN NaN 30.3 109 48.7 50.9 0.190 0.132 0.105 0.124
2e+02 0.2388 0.2388 383.3538 2767.5751 NaN NaN 30.3 110 48.4 51.6 0.218 0.157 0.165 0.135
2e+02 0.2388 0.2388 333.1774 2810.2239 NaN NaN 30.3 112 48.5 51.9 0.235 0.177 0.208 0.142
2e+02 0.2388 0.2388 251.617 2704.2723 NaN NaN 30.2 112 48.1 51.9 0.238 0.182 0.216 0.151
2e+02 0.2388 0.2388 217.6071 2699.731 NaN NaN 30.3 114 48.7 51.5 0.237 0.180 0.217 0.152
2e+02 0.2388 0.2388 236.9143 2634.1559 NaN NaN 30.4 118 49.4 51.3 0.232 0.173 0.216 0.152
2e+02 0.2388 0.2388 268.1862 2701.5907 NaN NaN 30.5 124 49.6 53.1 0.222 0.159 0.211 0.146
3e+02 0.2388 0.2388 250.6084 2783.5993 NaN NaN 30.5 123 49.8 53.9 0.216 0.152 0.211 0.147
3e+02 0.2388 0.2388 281.0014 2756.0043 NaN NaN 30.1 112 48.7 51.7 0.200 0.130 0.204 0.139
3e+02 0.2388 0.2388 313.7052 2752.6544 NaN NaN 29.9 104 48.3 50.8 0.196 0.128 0.205 0.141
3e+02 0.2239 0.2388 316.2685 2782.0909 NaN NaN 29.8 99.5 48.1 51.6 0.172 0.103 0.195 0.132
3e+02 0.2164 0.2239 348.676 2720.795 NaN NaN 29.8 101 49.7 51.8 0.162 0.0946 0.187 0.127
3e+02 0.2164 0.2388 369.6405 2775.2504 NaN NaN 29.7 101 49.6 52.3 0.149 0.0790 0.191 0.130
3e+02 0.2164 0.2313 315.1456 2784.4463 NaN NaN 29.7 98.3 49.2 52.7 0.133 0.0632 0.191 0.132
3e+02 0.2015 0.2164 286.0981 2692.5614 NaN NaN 29.7 98.4 49.3 53.4 0.133 0.0672 0.189 0.132
3e+02 0.194 0.2164 290.9496 2726.3264 NaN NaN 29.7 98.4 49.0 53.9 0.121 0.0590 0.183 0.129
3e+02 0.1866 0.2015 387.8461 2750.0308 NaN NaN 29.7 101 50.2 52.8 0.0798 0.0279 0.175 0.127
4e+02 0.1866 0.2015 363.3023 2734.8686 NaN NaN 29.6 95.0 48.7 52.2 0.0893 0.0355 0.175 0.127
4e+02 0.194 0.2015 358.6586 2784.8555 NaN NaN 29.7 94.2 48.5 51.6 0.0836 0.0322 0.174 0.125
4e+02 0.2239 0.2313 355.2433 2721.3473 NaN NaN 30.0 102 49.2 52.7 0.0824 0.0267 0.192 0.130
4e+02 0.2313 0.2537 269.9744 2763.0848 NaN NaN 30.2 105 50.1 52.5 0.0962 0.0314 0.205 0.131
4e+02 0.2687 0.2836 317.1651 2732.2594 NaN NaN 30.2 106 49.2 52.2 0.125 0.0471 0.223 0.137
4e+02 0.3134 0.3134 378.1608 2816.5122 NaN NaN 30.6 114 48.9 52.3 0.134 0.0452 0.228 0.133
4e+02 0.306 0.3209 392.4548 2709.8296 NaN NaN 30.9 121 49.9 53.0 0.131 0.0409 0.201 0.132
4e+02 0.3209 0.3284 310.4325 2752.6912 NaN NaN 31.0 123 49.1 52.2 0.129 0.0405 0.168 0.145
4e+02 0.306 0.3209 242.3973 2746.4352 NaN NaN 30.8 119 49.3 52.4 0.110 0.0329 0.104 0.191
4e+02 0.291 0.306 374.3229 2718.2663 NaN NaN 30.4 108 49.2 53.1 0.0716 0.0135 0.0717 0.255
5e+02 0.2612 0.291 353.4988 2783.0471 NaN NaN 30.0 99.4 48.9 52.7 0.0687 0.0149 0.0807 0.261
5e+02 0.2015 0.2388 369.6353 2734.6447 NaN NaN 29.8 96.1 48.7 52.0 0.0633 0.0162 0.118 0.224
