#####################################################################
# Alchemist log file - simulation started at: 2024-04-19T14:14+0000 #
#####################################################################
#
# Algorithm = bc_re_c, CamHerdRatio = 0.5, NumberOfHerds = 8.0, Seed = 2.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] FovDistance[mean] FovDistance[variance] 
0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.003 0.0 0.0 0.0 2.2361 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1e+01 0.0 0.0 370.0 2383.94 NaN NaN 12.0 123 23.9 24.4 0.00 0.00 0.00 0.00
2e+01 0.0 0.0 400.0 2530.9801 NaN NaN 13.7 120 25.0 25.9 0.00 0.00 0.00 0.00
3e+01 0.0 0.0 400.0 2598.9149 NaN NaN 14.1 130 26.7 28.0 0.00 0.00 0.00 0.00
4e+01 0.0 0.0 400.0 2558.1044 NaN NaN 16.4 117 27.4 28.1 0.00 0.00 0.00 0.00
5e+01 0.0 0.0 400.0 2825.3525 NaN NaN 18.3 98.3 25.8 26.2 0.00 0.00 0.00 0.00
6e+01 0.0 0.0 400.0 2776.1853 NaN NaN 19.6 94.1 29.6 30.3 0.00 0.00 0.00 0.00
7e+01 0.0 0.1136 390.9926 2600.1043 NaN NaN 20.0 110 35.0 37.7 0.0437 0.0151 0.0835 0.0570
8e+01 0.0 0.1136 398.7755 2666.5724 NaN NaN 18.4 138 33.9 44.7 0.0145 0.00186 0.0764 0.0524
9e+01 0.0 0.1136 369.3229 2732.051 NaN NaN 16.8 139 33.8 38.3 0.0361 0.0105 0.0821 0.0567
1e+02 0.0 0.1136 321.2837 2710.4877 NaN NaN 14.3 159 33.6 37.7 0.0366 0.0109 0.0814 0.0553
1e+02 0.0 0.1136 320.6793 2588.3342 NaN NaN 9.94 175 33.9 38.1 0.0356 0.0102 0.0818 0.0566
1e+02 0.0 0.1136 321.9377 2658.2628 NaN NaN 7.30 166 33.5 38.4 0.0352 0.0101 0.0794 0.0536
1e+02 0.0 0.1136 323.8375 2674.2615 NaN NaN 7.15 166 33.6 39.3 0.0358 0.0105 0.0760 0.0483
1e+02 0.0 0.1136 321.243 2714.0023 NaN NaN 7.23 170 34.0 40.7 0.0357 0.0105 0.0782 0.0511
2e+02 0.0 0.1136 329.1706 2578.6799 NaN NaN 7.27 174 35.0 41.2 0.0343 0.00969 0.0799 0.0532
2e+02 0.1136 0.1136 329.2695 2767.7964 NaN NaN 7.49 188 38.0 41.7 0.0801 0.0509 0.0817 0.0554
2e+02 0.1136 0.1136 312.807 2731.9032 NaN NaN 7.66 201 40.7 43.1 0.107 0.0910 0.0853 0.0614
2e+02 0.1136 0.1136 288.817 2655.6938 NaN NaN 7.63 201 40.7 42.7 0.104 0.0857 0.0840 0.0588
2e+02 0.1136 0.1136 300.2987 2684.3783 NaN NaN 7.53 196 40.6 41.9 0.0999 0.0785 0.0806 0.0557
2e+02 0.1136 0.1136 278.2675 2653.7464 NaN NaN 7.44 192 40.2 41.3 0.0955 0.0719 0.0863 0.0635
2e+02 0.1136 0.1136 275.261 2604.4799 NaN NaN 7.45 193 40.6 41.2 0.0975 0.0753 0.0904 0.0659
2e+02 0.1136 0.1136 301.1425 2629.0256 NaN NaN 7.75 216 42.7 46.9 0.0894 0.0630 0.0970 0.0755
2e+02 0.1136 0.1136 242.3899 2677.7744 NaN NaN 7.65 209 42.0 47.3 0.0963 0.0744 0.0931 0.0705
2e+02 0.1136 0.1136 200.0942 2654.8553 NaN NaN 7.59 203 41.7 43.9 0.112 0.0984 0.0918 0.0687
3e+02 0.1136 0.1136 212.3072 2669.2637 NaN NaN 7.57 202 41.6 42.8 0.112 0.0993 0.0933 0.0699
