#####################################################################
# Alchemist log file - simulation started at: 2024-04-19T14:49+0000 #
#####################################################################
#
# Algorithm = sm_av, CamHerdRatio = 0.5, NumberOfHerds = 2.0, Seed = 8.0
#
# The columns have the following meaning: 
# time 2-coverage 1-coverage CamDist ObjDist NoisePerceivedNormalized[mean] NoisePerceivedNormalized[variance] NoisePerceived[mean] NoisePerceived[variance] NoisePerceived[percentile90] NoisePerceived[max] BodyCoverage[mean] BodyCoverage[variance] FovDistance[mean] FovDistance[variance] 
0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.04 0.0 0.0 0.0 2.0 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1e+01 0.0 0.0 95.0 2543.0194 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2e+01 0.0 0.0 100.0 2462.9244 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
3e+01 0.0 0.0 100.0 2279.6789 NaN NaN 0.347 6.92 0.00 20.2 0.00 0.00 0.00 0.00
4e+01 0.0 0.0 100.0 2318.6016 NaN NaN 9.18 108 21.4 22.0 0.00 0.00 0.00 0.00
5e+01 0.0 0.0 100.0 2248.3124 NaN NaN 10.8 121 22.6 23.5 0.00 0.00 0.00 0.00
6e+01 0.0 0.0 100.0 2272.4851 NaN NaN 11.0 126 23.1 23.8 0.00 0.00 0.00 0.00
7e+01 0.0 0.0 100.0 2266.3448 NaN NaN 10.7 119 22.4 23.0 0.00 0.00 0.00 0.00
8e+01 0.0 0.0 100.0 2338.6509 NaN NaN 8.54 104 21.0 21.2 0.00 0.00 0.00 0.00
9e+01 0.0 0.0 100.0 2458.7551 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1e+02 0.0 0.0 100.0 2349.9749 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1e+02 0.0 0.0 100.0 2312.6919 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1e+02 0.0 0.0 100.0 2263.7631 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1e+02 0.0 0.0 100.0 2333.4205 NaN NaN 3.66 61.0 20.2 20.4 0.00 0.00 0.00 0.00
1e+02 0.0 0.0 100.0 2429.4923 NaN NaN 3.15 54.5 20.2 20.6 0.00 0.00 0.00 0.00
2e+02 0.0 0.0 100.0 2349.5161 NaN NaN 0.173 3.46 0.00 20.0 0.00 0.00 0.00 0.00
2e+02 0.0 0.0 100.0 2431.8234 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
2e+02 0.0 0.0 100.0 2360.0135 NaN NaN 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
